num,sku,name,brand,att_set,price,deal_price,style,gender,shape,description,frame_height,frame_width,frame_colour
37,CA5508Dark Grey Black,Carrera CA5508 Dark Grey Black B97 Women's Eyeglasses ,Carrera,Eyeglasses,5900,4130,Full Rim,Women,Cat Eye,"b'Established in the 1956 in Austria as a sports eyewear brand Carrera has always been about style, class and youth. Its CA5508 in grey black colour capture the strong persona and mysteriousness of today\xc2\x9a\xc2\x84\xc2\xb4s women in that catty acetate frame. These sleek glasses can be purchased at lenskart.com at best prices.\nFeatures:\n\nScratch resistant \nPremium full rim acetate frame\nVersatile packaging\n \n3 DECIMAL TESTED\nEach eyeglass manufactured by Lenskart goes through 3 decimal testing (3D testing) performed by MEI machines. For the first time in India, this robotic technology from Germany creates micro-precision lenses which are accurate to 3 decimal places. No rounding off.\nMADE BY ROBOTS\n\n\nLenses are cut by robotic machines using German technologies leaving no room for human error.\nEdging of lenses by MEI machines that provide lenses accurate to 3 decimal places\nAspheric, Anti-Glare & Super Hydrophobic Lens with Robotic Inspection\n\n\nFRESH OUT OF THE OVEN\nNo middlemen simply means no extra cost. Our products come straight from us, the manufacturer, to you hence eliminating all extra costs added by layers of middlemen. So, you pay the lowest cost for the best quality.\nLENSKART VS LOCAL OPTICIAN\n\n\nAccuracy : Our lenses are accurate to 3 decimal places, however local opticians usually round the power off.\nQuality : Imported material with 7-layer polishing material.\nTrust : No local optician has 14 day return policy and 1 year warranty like we do\nVariety : The largest variety under one roof in India : 3000 styles Imported material with 7-layer polishing material.\nValue : Unbeatable prices for the best quality\n\n\nLenses shaped by hand (risk of human error)Prices vary depending on power of lensesNo warranty on lenses50% higher prices than Lenskart (on average)Limited selection of frames in stockLenses shaped by laser precision machinesSame price no matter what your power1 year warranty on all lenses50% lower prices than local optician (on average)5,000 frames in stock in a range of styles and brands'",33,135,Dark Grey Black
38,CA4402Red,Carrera CA4402 Large (Size-54) Black Red 5418 Unisex Eyeglasses ,Carrera,Eyeglasses,6400,4480,Full Rim,Unisex,Rectangle,"b'Carrera CA4402 Large (Size-54) Black Red 5418 Unisex EyeglassesLenses shaped by hand (risk of human error)Prices vary depending on power of lensesNo warranty on lenses50% higher prices than Lenskart (on average)Limited selection of frames in stockLenses shaped by laser precision machinesSame price no matter what your power1 year warranty on all lenses50% lower prices than local optician (on average)5,000 frames in stock in a range of styles and brands'",38,137,Red
39,CA6646Transparent Tortoise,Carrera CA6646 Medium (Size-52) Black Transparent Tortoise 3L3 Women Eyeglasses ,Carrera,Eyeglasses,6900,4830,Full Rim,Women,Wayfarer,"b'To the woman who loves to make it large, be it a business deal or a chocolate cupcake. This pair of Carrera CA6646 Medium (Size-52) Black Transparent Tortoise 3L3 Women Eyeglasses will give a loud statement to your eyes. Pick them up and be ready with different answers for compliments because girl! You are getting plethora of them. Lenses shaped by hand (risk of human error)Prices vary depending on power of lensesNo warranty on lenses50% higher prices than Lenskart (on average)Limited selection of frames in stockLenses shaped by laser precision machinesSame price no matter what your power1 year warranty on all lenses50% lower prices than local optician (on average)5,000 frames in stock in a range of styles and brands'",37,,Transparent Tortoise
40,CARRERINO 65Grey Transparent,Carrera CARRERINO 65 Size:50 Small Grey Transparent Black KB7 Eyeglasses ,Carrera Kids,Eyeglasses,3900,2730,Full Rim,Kid,Cat Eye,"b'Carrera CARRERINO 65 Size:50 Small Grey Transparent Black KB7 EyeglassesLenses shaped by hand (risk of human error)Prices vary depending on power of lensesNo warranty on lenses50% higher prices than Lenskart (on average)Limited selection of frames in stockLenses shaped by laser precision machinesSame price no matter what your power1 year warranty on all lenses50% lower prices than local optician (on average)5,000 frames in stock in a range of styles and brands'",35,,Grey Transparent
41,CARRERA 145/VBlack,Carrera 145/V Small (Size-49) Black 2M2 Unisex Eyeglasses ,Carrera,Eyeglasses,7400,5180,Full Rim,Unisex,Round,"b'Eccentric and unique are what sum up this pair of eyeglasses. The Carrera 145/V Small (Size-49) Black 2M2 Unisex Eyeglasses are what you should go for if you like to create waves with your clothing style. The colour of the frames will certainly attract eyes wherever you go. These round full-rimmed glasses use acetate for the frames and temples, which makes them lightweight, hence comfortable to sport everyday even for long periods. This particular pair would look excellent with white or light-colored dresses and shirts.Lenses shaped by hand (risk of human error)Prices vary depending on power of lensesNo warranty on lenses50% higher prices than Lenskart (on average)Limited selection of frames in stockLenses shaped by laser precision machinesSame price no matter what your power1 year warranty on all lenses50% lower prices than local optician (on average)5,000 frames in stock in a range of styles and brands'",45,,Black
42,CARRERA 148/VTortoise,Carrera 148/V Small (Size-50) Tortoise 581 Unisex Eyeglasses ,Carrera,Eyeglasses,6900,4830,Full Rim,Unisex,Wayfarer,"b'Carrera 148/V Small (Size-50) Tortoise 581 Unisex EyeglassesLenses shaped by hand (risk of human error)Prices vary depending on power of lensesNo warranty on lenses50% higher prices than Lenskart (on average)Limited selection of frames in stockLenses shaped by laser precision machinesSame price no matter what your power1 year warranty on all lenses50% lower prices than local optician (on average)5,000 frames in stock in a range of styles and brands'",41,129,Tortoise
43,0VO2925BIGolden Brown,Vogue 0VO2925BI Medium (Size-51) Tortoise Gold DUen Brown 2048 Women Eyeglasses ,Vogue,Eyeglasses,3390,2712,Full Rim,Women,Cat Eye,"b'These cat-eye style eyeglasses are what you need to get if you like a bold style with a feminine silhouette. The Vogue 0VO2925BI Medium (Size-51) Tortoise Gold DUen Brown 2048 Women Eyeglasses are definitely a pair meant for the demure women who love to don fashionable glasses even for everyday eyewear. The tortoiseshell pattern gives it a sophisticated tone, which is accentuated by the gold details on the end-pieces. You can pair these with your party dresses and formal wear, or doll up your casuals depending on your mood and the occasion on which you sport them.Lenses shaped by hand (risk of human error)Prices vary depending on power of lensesNo warranty on lenses50% higher prices than Lenskart (on average)Limited selection of frames in stockLenses shaped by laser precision machinesSame price no matter what your power1 year warranty on all lenses50% lower prices than local optician (on average)5,000 frames in stock in a range of styles and brands'",33,131,Golden Brown
44,VO4125Black,Vogue VO4125 Medium (Size-51) Black 352 Women Eyeglasses ,Vogue,Eyeglasses,3890,3112,Full Rim,Women,Cat Eye,"b'These trendy Vogue VO4125 Medium (Size-51) Black 352 Women Eyeglasses will raise your minimalist style quotient. Drawing from oval spectacles design, these cat-eye frames will complement both casuals and professional outfits.Lenses shaped by hand (risk of human error)Prices vary depending on power of lensesNo warranty on lenses50% higher prices than Lenskart (on average)Limited selection of frames in stockLenses shaped by laser precision machinesSame price no matter what your power1 year warranty on all lenses50% lower prices than local optician (on average)5,000 frames in stock in a range of styles and brands'",42,131,Black
45,VO5227Black Silver,Vogue VO5227 Medium (Size-52) Black Silver w44 Women's Eyeglasses ,Vogue,Eyeglasses,3890,3112,Full Rim,Women,Cat Eye,"b""The Vogue VO5227 Medium (Size-52) Black Silver w44 Women's Eyeglasses are ideal for you if you prefer a minimalistic style of eyewear that has a masculine feel to it. These rectangle-shaped eyeglasses have a clean design that can be worn with your casual wear or even formals. The acetate frames have an interesting color-blocking detail in black color and tones of grey on the temples. You can pair them with your Sunday formals or go casual with them in cotton pants. You now have the option of using BLU lenses by Lenskart that can help reduce the strain caused on your eyes by the heavy use of smartphones and computers.Lenses shaped by hand (risk of human error)Prices vary depending on power of lensesNo warranty on lenses50% higher prices than Lenskart (on average)Limited selection of frames in stockLenses shaped by laser precision machinesSame price no matter what your power1 year warranty on all lenses50% lower prices than local optician (on average)5,000 frames in stock in a range of styles and brands""",40,134,Black Silver
46,VO5247Copper,Vogue VO5247 Small (Size-49) Tortoise Copper w656 Women's Eyeglasses ,Vogue,Eyeglasses,3890,3112,Full Rim,Women,Round,"b""Draw attention to your face with the lightweight Vogue VO5247 Small (Size-49) Tortoise Copper w656 Women's Eyeglasses. A popular choice in the 1970s, these round-shaped full-rimmed eyeglasses are perfect for a confident look. Copper metal temples enhance the professional appearanceLenses shaped by hand (risk of human error)Prices vary depending on power of lensesNo warranty on lenses50% higher prices than Lenskart (on average)Limited selection of frames in stockLenses shaped by laser precision machinesSame price no matter what your power1 year warranty on all lenses50% lower prices than local optician (on average)5,000 frames in stock in a range of styles and brands""",42,131,Copper
47,VO5281Tortoise,Vogue VO5281 Medium (Size-53) Tortoise W656 Women Eyeglasses ,Vogue,Eyeglasses,6890,5512,Full Rim,Women,Cat Eye,"b'Highlight your bold fashion statement with the Vogue VO5281 Medium (Size-53) Tortoise W656 Women Eyeglasses. The flared outer edges of this glam pair are sure to make you stand out in a crowd. Wear these with an oversized coat and a sparkling sling bag.Lenses shaped by hand (risk of human error)Prices vary depending on power of lensesNo warranty on lenses50% higher prices than Lenskart (on average)Limited selection of frames in stockLenses shaped by laser precision machinesSame price no matter what your power1 year warranty on all lenses50% lower prices than local optician (on average)5,000 frames in stock in a range of styles and brands'",30,152,Tortoise
48,VO5281Black,Vogue VO5281 Medium (Size-53) Black W44 Women Eyeglasses ,Vogue,Eyeglasses,6890,5512,Full Rim,Women,Cat Eye,"b'Highlight your bold fashion statement with the Vogue VO5281 Medium (Size-53) Black W44 Women Eyeglasses. The flared outer edges of this glam pair are sure to make you stand out in a crowd. Wear these with an oversized coat and a sparkling sling bag.Lenses shaped by hand (risk of human error)Prices vary depending on power of lensesNo warranty on lenses50% higher prices than Lenskart (on average)Limited selection of frames in stockLenses shaped by laser precision machinesSame price no matter what your power1 year warranty on all lenses50% lower prices than local optician (on average)5,000 frames in stock in a range of styles and brands'",30,145,Black
49,VO4125Gunmetal Pink,Vogue VO4125 Medium (Size-51) Gunmetal Pink 5116 Women Eyeglasses ,Vogue,Eyeglasses,3890,3112,Full Rim,Women,Cat Eye,"b'These trendy Vogue VO4125 Medium (Size-51) Gunmetal Pink 5116 Women Eyeglasses will raise your minimalist style quotient. Drawing from oval spectacles design, these cat-eye frames will complement both casuals and professional outfits.Lenses shaped by hand (risk of human error)Prices vary depending on power of lensesNo warranty on lenses50% higher prices than Lenskart (on average)Limited selection of frames in stockLenses shaped by laser precision machinesSame price no matter what your power1 year warranty on all lenses50% lower prices than local optician (on average)5,000 frames in stock in a range of styles and brands'",42,133,Gunmetal Pink
50,VO2787Black,Vogue VO2787 W44 Size:51 Black Eyeglasses ,Vogue,Eyeglasses,4990,3992,Full Rim,Women,Rectangle,"b'Lenskart brings to you Vogue Eyewear\xe2\x80\x99s contemporary designs. These \xe2\x80\x98geek-chic\xe2\x80\x99 thick-rimmed rectangular glasses, in black, make a bold statement. The geek chic trend from the past is catching on with the Indian youth. From celebrities to common people, more and more of them are opting for the flamboyance and aesthetic appeal of thick-rimmed eyeglasses.\nThe handcrafted acetate frame renders the glasses strong and flexible. They offer a great fit and are corrosion-resistance. These glasses are designed to last long while maintaining their shape and sheen.\nOpt for these and jump into the geek chic fashion trail.\nKey features:\n\nRectangular shaped\nDurable, flexible frame\nCorrosion-resistant\nWould maintain shape and sheen irrespective of changing age or temperature\n\n\n3 DECIMAL TESTED\nEach eyeglass manufactured by Lenskart goes through 3 decimal testing (3D testing) performed by MEI machines. For the first time in India, this robotic technology from Germany creates micro-precision lenses which are accurate to 3 decimal places. No rounding off.\nMADE BY ROBOTS\n\n\nLenses are cut by robotic machines using German technologies leaving no room for human error.\nEdging of lenses by MEI machines that provide lenses accurate to 3 decimal places\nAspheric, Anti-Glare & Super Hydrophobic Lens with Robotic Inspection\n\n\nFRESH OUT OF THE OVEN\nNo middlemen simply means no extra cost. Our products come straight from us, the manufacturer, to you hence eliminating all extra costs added by layers of middlemen. So, you pay the lowest cost for the best quality.\nLENSKART VS LOCAL OPTICIAN\n\n\nAccuracy : Our lenses are accurate to 3 decimal places, however local opticians usually round the power off.\nQuality : Imported material with 7-layer polishing material.\nTrust : No local optician has 14 day return policy and 1 year warranty like we do\nVariety : The largest variety under one roof in India : 3000 styles Imported material with 7-layer polishing material.\nValue : Unbeatable prices for the best quality\n\n\nLenses shaped by hand (risk of human error)Prices vary depending on power of lensesNo warranty on lenses50% higher prices than Lenskart (on average)Limited selection of frames in stockLenses shaped by laser precision machinesSame price no matter what your power1 year warranty on all lenses50% lower prices than local optician (on average)5,000 frames in stock in a range of styles and brands'",29,132,Black
51,VO5247Gunmetal,Vogue VO5247 Small (Size-49) Blue Gunmetal 2395 Women's Eyeglasses ,Vogue,Eyeglasses,3890,3112,Full Rim,Women,Round,"b""Draw attention to your face with the lightweight Vogue VO5247 Small (Size-49) Blue Gunmetal 2395 Women's Eyeglasses. A popular choice in the 1970s, these round-shaped full-rimmed eyeglasses are perfect for a confident look. Gunmetal temples enhance the professional appearanceLenses shaped by hand (risk of human error)Prices vary depending on power of lensesNo warranty on lenses50% higher prices than Lenskart (on average)Limited selection of frames in stockLenses shaped by laser precision machinesSame price no matter what your power1 year warranty on all lenses50% lower prices than local optician (on average)5,000 frames in stock in a range of styles and brands""",42,127,Gunmetal
52,VO4038Matte Black,Vogue Matte Black Gunmetal Matte Black Full Rim Rectangle Large (Size-54) Vogue VO4038 - 5034 Eyeglasses ,Vogue,Eyeglasses,3890,3112,Full Rim,Women,Rectangle,"b'When simplicity matters, these Vogue Matte Black Gunmetal Matte Black Full Rim Rectangle Large (Size-54) Vogue VO4038 - 5034 Eyeglasses will come handy. Keeping minimalism to the maximum, the temples are modish and add to an overall sophisticated veneer. These frames for girls and women will complement any style of clothing. Lenses shaped by hand (risk of human error)Prices vary depending on power of lensesNo warranty on lenses50% higher prices than Lenskart (on average)Limited selection of frames in stockLenses shaped by laser precision machinesSame price no matter what your power1 year warranty on all lenses50% lower prices than local optician (on average)5,000 frames in stock in a range of styles and brands'",39,131,Matte Black
53,VO4140Golden Tortoise,Vogue VO4140 Large (Size-53) Golden Tortoise 5078 Women Eyeglasses ,Vogue,Eyeglasses,6890,5512,Full Rim,Women,Square,"b'These Vogue VO4140 Large (Size-53) Golden Tortoise 5078 Women Eyeglasses will remind you of Zooey Deschanel\xe2\x80\x99s popular geek-chic look. Influenced heavily by the cat-eye spectacles\xe2\x80\x99 design, these rectangular specs will spice up your everyday outfits. Lenses shaped by hand (risk of human error)Prices vary depending on power of lensesNo warranty on lenses50% higher prices than Lenskart (on average)Limited selection of frames in stockLenses shaped by laser precision machinesSame price no matter what your power1 year warranty on all lenses50% lower prices than local optician (on average)5,000 frames in stock in a range of styles and brands'",48,132,Golden Tortoise
54,VO4140Black,Vogue VO4140 Large (Size-53) Black 352 Unisex Eyeglasses ,Vogue,Eyeglasses,6890,5512,Full Rim,Unisex,Square,"b'Get a hip look with Vogue VO4140 Large (Size-53) Black 352 Unisex Eyeglasses. The oversized frames are thin conveying elegance in simplicity. Ideal for oval and round-shaped faces, these will complement both formal and casual outfits.Lenses shaped by hand (risk of human error)Prices vary depending on power of lensesNo warranty on lenses50% higher prices than Lenskart (on average)Limited selection of frames in stockLenses shaped by laser precision machinesSame price no matter what your power1 year warranty on all lenses50% lower prices than local optician (on average)5,000 frames in stock in a range of styles and brands'",48,134,Black
55,VO5224Maroon Transparent,Vogue Maroon Transparent Full Rim Rectangle Medium (Size-51) Vogue VO5224 - 2636 Eyeglasses ,Vogue,Eyeglasses,5490,4392,Full Rim,Women,Rectangle,"b'Minimal yet elegantly designed are the Vogue Maroon Transparent Full Rim Rectangle Medium (Size-51) Vogue VO5224 - 2636 Eyeglasses. These rectangle-shaped eyeglasses have a regal feel that is no doubt because of the choice of color on the frames. The rims and ear pieces are of transparent maroon color and are made of acetate, while the stainless steel temples are gold in color. These spectacles are incredibly light in weight so they would also be comfortable to be worn daily. You can wear them with trendy trousers or with your formal skirts to give a professional yet stylish edge to your work clothes. You can even pair them with BLU lenses by Lenskart that can reduce the strain caused on your eyes by blue light emitted from the screens of computers and smartphones.Lenses shaped by hand (risk of human error)Prices vary depending on power of lensesNo warranty on lenses50% higher prices than Lenskart (on average)Limited selection of frames in stockLenses shaped by laser precision machinesSame price no matter what your power1 year warranty on all lenses50% lower prices than local optician (on average)5,000 frames in stock in a range of styles and brands'",36,133,Maroon Transparent
56,VO5226Black,Vogue VO5226 Medium (Size-50) Black w44 Women's Eyeglasses ,Vogue,Eyeglasses,4990,3992,Full Rim,Women,Hexagonal,"b""Want to be the center of attraction? The hexagon-shaped Vogue VO5226 Small (Size-50) Black w44 Women's Eyeglasses are sure to do that for you. These fully rimmed black eyeglasses for girls are an attractive blend of drama and sportiness.Lenses shaped by hand (risk of human error)Prices vary depending on power of lensesNo warranty on lenses50% higher prices than Lenskart (on average)Limited selection of frames in stockLenses shaped by laser precision machinesSame price no matter what your power1 year warranty on all lenses50% lower prices than local optician (on average)5,000 frames in stock in a range of styles and brands""",44,134,Black
57,VO5232Golden Brown,Vogue VO5232 Small (Size-50) Brown Gold DUen Brown 1916 Women's Eyeglasses ,Vogue,Eyeglasses,5490,4392,Full Rim,Women,Cat Eye,"b""Add glam to your look with these sturdy Vogue VO5232 Small (Size-50) Brown Gold DUen Brown 1916 Women's Eyeglasses. The non-linear brown shaded designs on the temples are sure to incite your peers' envy. Ideal for oval shaped faces, you may pair these wide frames with denim jackets and jeans. Lenses shaped by hand (risk of human error)Prices vary depending on power of lensesNo warranty on lenses50% higher prices than Lenskart (on average)Limited selection of frames in stockLenses shaped by laser precision machinesSame price no matter what your power1 year warranty on all lenses50% lower prices than local optician (on average)5,000 frames in stock in a range of styles and brands""",45,132,Golden Brown
58,VO5232Black Grey,Vogue VO5232 Small (Size-50) Black Grey 2385 Women's Eyeglasses ,Vogue,Eyeglasses,5490,4392,Full Rim,Women,Cat Eye,"b""Looking for glasses that have a unique yet simple design? The Vogue VO5232 Small (Size-50) Black Grey 2385 Women's Eyeglasses would definitely be the choice for you. These cat-eye style frames have a clean design but the most unique feature would have to be the use of color. The black-colored rims and combination of grey and black color on the temples give it a sophisticated edge. You can now pair them with BLU lenses by Lenskart that can help reduce strain on the eyes caused by blue light emitted from laptops and smartphones. You can also style these specs with white-colored shirts to add to the smart look they already convey.Lenses shaped by hand (risk of human error)Prices vary depending on power of lensesNo warranty on lenses50% higher prices than Lenskart (on average)Limited selection of frames in stockLenses shaped by laser precision machinesSame price no matter what your power1 year warranty on all lenses50% lower prices than local optician (on average)5,000 frames in stock in a range of styles and brands""",45,132,Black Grey
59,VO5240Brown,Vogue VO5240 Medium (Size-51) Brown w656 Women's Eyeglasses ,Vogue,Eyeglasses,6390,4473,Full Rim,Women,Cat Eye,"b""Vogue VO5240 Medium (Size-51) Brown w656 Women's EyeglassesLenses shaped by hand (risk of human error)Prices vary depending on power of lensesNo warranty on lenses50% higher prices than Lenskart (on average)Limited selection of frames in stockLenses shaped by laser precision machinesSame price no matter what your power1 year warranty on all lenses50% lower prices than local optician (on average)5,000 frames in stock in a range of styles and brands""",32,,Brown
60,VO5226Tortoise,Vogue VO5226 Medium (Size-50) Brown Tortoise 2386 Women's Eyeglasses ,Vogue,Eyeglasses,4990,3992,Full Rim,Women,Hexagonal,"b""Vogue VO5226 Medium (Size-50) Brown Tortoise 2386 Women's EyeglassesLenses shaped by hand (risk of human error)Prices vary depending on power of lensesNo warranty on lenses50% higher prices than Lenskart (on average)Limited selection of frames in stockLenses shaped by laser precision machinesSame price no matter what your power1 year warranty on all lenses50% lower prices than local optician (on average)5,000 frames in stock in a range of styles and brands""",44,135,Tortoise
61,VO5224Gunmetal,Vogue VO5224 Medium (Size-53) Black Gunmetal 2385 Women's Eyeglasses ,Vogue,Eyeglasses,5490,4392,Full Rim,Women,Rectangle,"b""When in doubt, choose black. These rectangular Vogue VO5224 Medium (Size-53) Black Gunmetal 2385 Women's Eyeglasses are perfect for an elegant professional look. Just pair them with trousers and a printed shirt. The best part - these fully rimmed eyeglasses for girls complement most face cuts.Lenses shaped by hand (risk of human error)Prices vary depending on power of lensesNo warranty on lenses50% higher prices than Lenskart (on average)Limited selection of frames in stockLenses shaped by laser precision machinesSame price no matter what your power1 year warranty on all lenses50% lower prices than local optician (on average)5,000 frames in stock in a range of styles and brands""",38,136,Gunmetal
62,VO5262Black,Vogue VO5262 Medium (Size-51) Black W44 Women Eyeglasses ,Vogue,Eyeglasses,3890,3112,Full Rim,Women,Cat Eye,"b'The cat-eye Vogue VO5262 Medium (Size-51) Black W44 Women Eyeglasses bring a playful twist to conventional rectangular shaped eyeglasses. Versatile enough to pair with all attires due to their bold black colour, these look best on square and diamond faces.Lenses shaped by hand (risk of human error)Prices vary depending on power of lensesNo warranty on lenses50% higher prices than Lenskart (on average)Limited selection of frames in stockLenses shaped by laser precision machinesSame price no matter what your power1 year warranty on all lenses50% lower prices than local optician (on average)5,000 frames in stock in a range of styles and brands'",33,,Black
63,VO5042Blue Gunmetal,Vogue VO5042 Medium (Size-53) Blue Gunmetal 2395 Women Eyeglasses ,Vogue,Eyeglasses,3590,2872,Full Rim,Women,Cat Eye,"b'When you want to look nifty yet effortlessly minimalistic, follow Jennifer Aniston\xe2\x80\x99s choice of frames. Try these lightweight Vogue VO5042 Medium (Size-53) Blue Gunmetal 2395 Women Eyeglasses for a casual-yet-modish vibe. These eyeglasses for girls look best on oval, round and heart face shapes. Lenses shaped by hand (risk of human error)Prices vary depending on power of lensesNo warranty on lenses50% higher prices than Lenskart (on average)Limited selection of frames in stockLenses shaped by laser precision machinesSame price no matter what your power1 year warranty on all lenses50% lower prices than local optician (on average)5,000 frames in stock in a range of styles and brands'",34,,Blue Gunmetal
64,VO4131Golden Blue,Vogue VO4131 Small (Size-48) Golden Blue 848 Women Eyeglasses ,Vogue,Eyeglasses,5990,4792,Full Rim,Women,Hexagonal,"b'These Vogue VO4131 Small (Size-48) Golden Blue 848 Women Eyeglasses come with unique detailing on their hexagonal frames. Lightweight with a bold interplay of golden and blue colours, these specs are for those who want to give their minimalist fashion sense a new meaning. Lenses shaped by hand (risk of human error)Prices vary depending on power of lensesNo warranty on lenses50% higher prices than Lenskart (on average)Limited selection of frames in stockLenses shaped by laser precision machinesSame price no matter what your power1 year warranty on all lenses50% lower prices than local optician (on average)5,000 frames in stock in a range of styles and brands'",41,127,Golden Blue
65,VO4131Golden Black,Vogue VO4131 Small (Size-48) Golden Black 280 Women Eyeglasses ,Vogue,Eyeglasses,5990,4792,Full Rim,Women,Hexagonal,"b'These Vogue VO4131 Small (Size-48) Golden Black 280 Women Eyeglasses come with unique detailing on their hexagonal frames. Lightweight with a bold interplay of golden and black colours, these specs are for those who want to give their minimalist fashion sense a new meaning. Lenses shaped by hand (risk of human error)Prices vary depending on power of lensesNo warranty on lenses50% higher prices than Lenskart (on average)Limited selection of frames in stockLenses shaped by laser precision machinesSame price no matter what your power1 year warranty on all lenses50% lower prices than local optician (on average)5,000 frames in stock in a range of styles and brands'",41,128,Golden Black
66,VO4125Brown,Vogue VO4125 Medium (Size-51) Brown Purple Brown 5115 Women Eyeglasses ,Vogue,Eyeglasses,3890,3112,Full Rim,Women,Cat Eye,"b'These trendy Vogue VO4125 Medium (Size-51) Brown Purple Brown 5115 Women Eyeglasses will raise your minimalist style quotient. Drawing from oval spectacles design, these cat-eye frames will complement both casuals and professional outfits.Lenses shaped by hand (risk of human error)Prices vary depending on power of lensesNo warranty on lenses50% higher prices than Lenskart (on average)Limited selection of frames in stockLenses shaped by laser precision machinesSame price no matter what your power1 year warranty on all lenses50% lower prices than local optician (on average)5,000 frames in stock in a range of styles and brands'",42,132,Brown
67,VO5247Black Gunmetal,Vogue VO5247 Small (Size-49) Black Gunmetal W44 Women Eyeglasses ,Vogue,Eyeglasses,3890,3112,Full Rim,Women,Round,"b'These round-style spectacles have a posh vibe because of the use of color and the simplistic design. The rims are in black color and what makes the design on the Vogue VO5247 Small (Size-49) Black Gunmetal W44 Women Eyeglasses unique would have to be the use of gunmetal-colored stainless steel temples with end pieces that match the rims. The stainless steel material used for the frames also adds a refined tone to the overall feel of the spectacles. You can wear this slick pair of glasses with your girly shirts and linen pants to flaunt a fresh and comfortable look for your day. You can now use BLU lenses by Lenskart to help reduce the strain on your eyes that heavy use of computers and smartphones usually causes.Lenses shaped by hand (risk of human error)Prices vary depending on power of lensesNo warranty on lenses50% higher prices than Lenskart (on average)Limited selection of frames in stockLenses shaped by laser precision machinesSame price no matter what your power1 year warranty on all lenses50% lower prices than local optician (on average)5,000 frames in stock in a range of styles and brands'",43,,Black Gunmetal
68,VO4108Copper,Vogue VO4108 Small (Size-49) Copper 5078 Women's Eyeglasses ,Vogue,Eyeglasses,5990,4792,Full Rim,Women,Cat Eye,"b""Because of the cat-eye style frames of the Vogue VO4108 Small (Size-49) Copper 5078 Women's Eyeglasses, there is a tone of sophistication. The use of copper color for the rims and temples made of stainless steel material adds a luxurious element to them as well. They are impact-resistant and comfortable because of the stainless steel material used for their construction. You can pair them with your favorite blazers and casual t-shirts to convey a comfortable-chic overall style. You have the option of using BLU lenses that can help in reducing the strain caused by blue light emissions from computers and smartphones.Lenses shaped by hand (risk of human error)Prices vary depending on power of lensesNo warranty on lenses50% higher prices than Lenskart (on average)Limited selection of frames in stockLenses shaped by laser precision machinesSame price no matter what your power1 year warranty on all lenses50% lower prices than local optician (on average)5,000 frames in stock in a range of styles and brands""",44,127,Copper
69,VO2950Black,Vogue Black Transparent Black Full Rim Rectangle Medium (Size-51) Vogue VO2950 - W827 Eyeglasses ,Vogue,Eyeglasses,3890,3112,Full Rim,Women,Rectangle,"b'Rectangular frames have been in fashion since ever. Pick these Vogue Black Transparent Black Full Rim Rectangle Medium (Size-51) Vogue VO2950 - W827 Eyeglasses for their unique transparent inner frames. The curvy fronts in the black tone make them look minimal and are perfect for those with diamond-shaped faces. Lenses shaped by hand (risk of human error)Prices vary depending on power of lensesNo warranty on lenses50% higher prices than Lenskart (on average)Limited selection of frames in stockLenses shaped by laser precision machinesSame price no matter what your power1 year warranty on all lenses50% lower prices than local optician (on average)5,000 frames in stock in a range of styles and brands'",36,132,Black
70,VO5223Maroon Transparent Golden,Vogue Maroon Transparent Golden Full Rim Round Medium (Size-50) Vogue VO5223 - 2636 Eyeglasses ,Vogue,Eyeglasses,5490,4392,Full Rim,Women,Round,"b'A favoured choice of celebrities in the 1970s, round frames have made a comeback. Get the Vogue Maroon Transparent Golden Full Rim Round Small (Size-50) Vogue VO5223 - 2636 Eyeglasses for their curvy nose bridge and funky maroon-toned frames. These eyeglasses for girls look good with both formals and casuals.Lenses shaped by hand (risk of human error)Prices vary depending on power of lensesNo warranty on lenses50% higher prices than Lenskart (on average)Limited selection of frames in stockLenses shaped by laser precision machinesSame price no matter what your power1 year warranty on all lenses50% lower prices than local optician (on average)5,000 frames in stock in a range of styles and brands'",43,129,Maroon Transparent Golden
71,VO5120Black,Vogue VO5120 Medium (Size-52) Black W44 Women Eyeglasses ,Vogue,Eyeglasses,3390,2712,Full Rim,Women,Cat Eye,"b""Unparalleled style attached with Vogue VO5120 Size-52 W44 Black Cat Eye Women's Eyeglasses make these optics a high-fashion accessory. Women, equally voguish, will never let this pair slip from their hand - just the way an explorer never leaves the opportunity to travel, irrespective of the destination.Lenses shaped by hand (risk of human error)Prices vary depending on power of lensesNo warranty on lenses50% higher prices than Lenskart (on average)Limited selection of frames in stockLenses shaped by laser precision machinesSame price no matter what your power1 year warranty on all lenses50% lower prices than local optician (on average)5,000 frames in stock in a range of styles and brands""",38,131,Black
72,VO4095Black Gunmetal,Vogue VO4095 Medium (Size-53) Black Gunmetal 352 Women Eyeglasses ,Vogue,Eyeglasses,6390,5112,Half Rim,Women,Cat Eye,"b'Redefine sophistication with Vogue VO4095 Medium (Size-53) Black Gunmetal 352 Women Eyeglasses. Offering a distinct look due to the striking colourway on the top halves, this trendy pair will be your go-to accessory when you wear formal skirts. Lenses shaped by hand (risk of human error)Prices vary depending on power of lensesNo warranty on lenses50% higher prices than Lenskart (on average)Limited selection of frames in stockLenses shaped by laser precision machinesSame price no matter what your power1 year warranty on all lenses50% lower prices than local optician (on average)5,000 frames in stock in a range of styles and brands'",38,,Black Gunmetal
